itag,logFC,logCPM,PValue,FDR,chromosome,begin,end,Human.readable.description,Subject.ID,Description,Score,E.Value,Identities
Solyc02g063330.2.1,0.838982429,2.769575203,0.001372848,0.040611961,SL2.40ch02,29975679,29978433,Serine/threonine protein kinase-like (AHRD V1 *-** Q9FGC3_ARATH); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT5G37790.1 ,protein kinase family protein | chr5:15008433-15011025 REVERSE, 618 bits (1594), e-177, 321/505 (63%)
Solyc01g080500.2.1,0.495047208,5.564032983,0.001374773,0.040611961,SL2.40ch01,72241800,72243135,Unknown Protein (AHRD V1),.,No significant hit found,.,.,.
Solyc01g091470.2.1,1.678438322,1.574093348,0.001376996,0.040611961,SL2.40ch01,76860856,76862402,AT-hook DNA-binding protein (Fragment) (AHRD V1 *--* A1DR81_CATRO); contains Interpro domain(s)  IPR014476  Predicted AT-hook DNA-binding ,AT2G45430.1 ,DNA-binding protein-related | chr2:18727848-18728801 FORWARD, 250 bits (638),8.00E-67, 187/322 (58%)
Solyc01g091730.2.1,0.327472578,6.721388206,0.001388023,0.040867186,SL2.40ch01,77079559,77081265,Peroxisomal membrane protein 11-5 (AHRD V1 ***- PX115_ORYSJ); contains Interpro domain(s)  IPR008733  Peroxisomal biogenesis factor 11 ,AT1G01820.1 ,PEX11C | PEX11C (PEROXIN 11C) | chr1:296213-297723 REVERSE, 176 bits (446),3.00E-45, 82/103 (79%)
Solyc09g055310.2.1,-0.447165125,4.982470294,0.001392817,0.040925956,SL2.40ch09,34651699,34661342,Ethylene-overproduction protein 1 (AHRD V1 **-- D7LTY2_ARALY); contains Interpro domain(s)  IPR011990  Tetratricopeptide-like helical ,AT3G51770.2 ,"ETO1 | ETO1 (ETHYLENE OVERPRODUCER 1); protein binding, bridging | chr3:19200328-19203998 REVERSE", 1206 bits (3121),0, 574/904 (63%)
Solyc02g020960.1.1,-0.578776464,4.528175505,0.001394771,0.040925956,SL2.40ch02,11444690,11446165,Photosystem I P700 chlorophyll a apoprotein A1 (AHRD V1 ***- D5MAH7_PEA); contains Interpro domain(s)  IPR001280  Photosystem I psaA and psaB ,ATCG00350.1 ,PSAA | Encodes psaA protein comprising the reaction center for photosystem I along with psaB protein; hydrophobic protein encoded by the chloroplast genome. | chrC:39605-41857 REVERSE, 371 bits (953), e-103, 225/401 (56%)
Solyc03g111400.1.1,1.282521371,2.134809497,0.001411671,0.041351383,SL2.40ch03,56050645,56052243,Xanthine/uracil permease family protein (AHRD V1 ***- D7L9S9_ARALY); contains Interpro domain(s)  IPR006043  Xanthine/uracil/vitamin C permease ,AT5G50300.1 ,xanthine/uracil/vitamin C permease family protein | chr5:20466492-20468084 REVERSE, 712 bits (1838),0, 345/533 (64%)
Solyc11g008460.1.1,-0.469206886,8.203913455,0.001416355,0.041390857,SL2.40ch11,2656557,2660047,U4/U6.U5 tri-snRNP-associated protein 1 (AHRD V1 *--- SNUT1_MOUSE); contains Interpro domain(s)  IPR005011  SART-1 protein ,AT5G16780.1 ,"DOT2, MDF | DOT2 (DEFECTIVELY ORGANIZED TRIBUTARIES 2) | chr5:5517784-5521566 REVERSE", 224 bits (572),6.00E-59, 171/364 (46%)
Solyc03g112590.2.1,1.122419645,3.029146537,0.001417824,0.041390857,SL2.40ch03,57029718,57040222,"Cell division protease ftsH homolog (AHRD V1 *--- FTSH_ODOSI); contains Interpro domain(s)  IPR005938  ATPase, AAA-type, CDC48 ",AT5G03340.1 ,"cell division cycle protein 48, putative / CDC48, putative | chr5:810091-813133 REVERSE", 1469 bits (3803),0, 709/799 (88%)
Solyc05g045730.1.1,-0.50228742,5.725398553,0.00142048,0.041398232,SL2.40ch05,56717312,56717506,Unknown Protein (AHRD V1),.,No significant hit found,.,.,.
Solyc03g007620.2.1,0.441289375,5.41575377,0.00143379,0.041715526,SL2.40ch03,2159739,2168471,Os01g0225300 protein (Fragment) (AHRD V1 *-*- Q0JPF5_ORYSJ),AT5G62650.1 ,unknown protein | chr5:25152873-25155872 REVERSE, 619 bits (1595), e-177, 312/462 (67%)
Solyc12g096300.1.1,-0.235850794,8.082603468,0.001461263,0.042443157,SL2.40ch12,63621756,63624205,"40S ribosomal protein S6 (AHRD V1 ***- B6T1H0_MAIZE); contains Interpro domain(s)  IPR014401  Ribosomal protein S6, eukaryotic ",AT5G10360.1 ,EMB3010 | EMB3010 (embryo defective 3010); structural constituent of ribosome | chr5:3258734-3260142 REVERSE, 470 bits (1210), e-133, 232/249 (93%)
Solyc07g065220.1.1,1.105823827,3.1652442,0.00147831,0.04280082,SL2.40ch07,64303616,64304215,C2 domain-containing protein (AHRD V1 ***- D7MKI6_ARALY); contains Interpro domain(s)  IPR000008  C2 calcium-dependent membrane targeting ,AT5G55530.2 ,C2 domain-containing protein | chr5:22494439-22495656 FORWARD, 223 bits (568),5.00E-59, 104/163 (63%)
Solyc02g093180.2.1,-0.836588641,3.946131331,0.001478547,0.04280082,SL2.40ch02,48696065,48698021,N-hydroxycinnamoyl/benzoyltransferase 3 (AHRD V1 **-- Q00M87_SOYBN); contains Interpro domain(s)  IPR003480  Transferase ,AT5G67150.1 ,transferase family protein | chr5:26795880-26797226 REVERSE, 372 bits (954), e-103, 205/453 (45%)
Solyc08g006240.1.1,0.945742348,4.191824913,0.001482585,0.042845725,SL2.40ch08,921931,925834,B3 domain-containing protein LOC_Os12g40080 (AHRD V1 ***- Y1208_ORYSJ); contains Interpro domain(s)  IPR003340  Transcriptional factor B3 ,AT2G24700.1 ,transcriptional factor B3 family protein | chr2:10513049-10515288 REVERSE, 161 bits (407),1.00E-39, 122/380 (32%)
Solyc07g005510.2.1,-0.361977147,6.386192169,0.001492589,0.043062573,SL2.40ch07,400656,406292,"Omega-6 fatty acid desaturase (AHRD V1 **** D7MBK3_ARALY); contains Interpro domain(s)  IPR005804  Fatty acid desaturase, type 1 ",AT4G30950.1 ,"FAD6, FADC, SFD4 | FAD6 (FATTY ACID DESATURASE 6); omega-6 fatty acid desaturase | chr4:15057278-15059673 REVERSE", 683 bits (1763),0, 314/385 (81%)
Solyc01g104230.2.1,0.505678958,4.844204602,0.0015005,0.043218424,SL2.40ch01,84436367,84437864,F-box family protein (AHRD V1 ***- D7KLJ3_ARALY),AT1G10780.1 ,F-box family protein | chr1:3592875-3594310 REVERSE, 433 bits (1113), e-122, 220/356 (61%)
Solyc03g096670.2.1,0.450455518,5.470532835,0.001520754,0.04358807,SL2.40ch03,52436558,52438511,Integrin-linked kinase-associated serine/threonine phosphatase 2C (AHRD V1 *-** ILKAP_RAT); contains Interpro domain(s)  IPR015655  Protein phosphatase 2C ,AT3G11410.1 ,"ATPP2CA, AHG3, PP2CA | PP2CA (ARABIDOPSIS THALIANA PROTEIN PHOSPHATASE 2CA); protein binding / protein serine/threonine phosphatase | chr3:3584181-3585649 REVERSE", 419 bits (1078), e-117, 223/389 (57%)
Solyc02g091190.2.1,0.356870899,6.534211452,0.001522539,0.04358807,SL2.40ch02,47152463,47157532,Methyltransferase-like protein 10 (AHRD V1 **-* B5XB96_SALSA); contains Interpro domain(s)  IPR013217  Methyltransferase type 12 ,AT1G66680.1 ,AR401 | AR401 | chr1:24866352-24868888 REVERSE, 443 bits (1139), e-125, 230/357 (64%)
Solyc03g078650.2.1,0.946477821,3.839240573,0.001522561,0.04358807,SL2.40ch03,44849174,44851754,Os12g0581300 protein (Fragment) (AHRD V1 *-*- Q0IMB2_ORYSJ); contains Interpro domain(s)  IPR006873  Protein of unknown function DUF620 ,AT5G05840.1 ,unknown protein | chr5:1757268-1760458 REVERSE, 529 bits (1362), e-150, 275/434 (63%)
Solyc09g075020.2.1,0.648520521,7.742184136,0.00152379,0.04358807,SL2.40ch09,62318647,62327379,"Multidrug resistance protein ABC transporter family (AHRD V1 **-- B9GS96_POPTR); contains Interpro domain(s)  IPR001140  ABC transporter, transmembrane region ",AT2G47800.1 ,"ATMRP4, EST3 | ATMRP4 (ARABIDOPSIS THALIANA MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 4); ATPase, coupled to transmembrane movement of substances / folic acid transporter | chr2:19574944-19580383 FORWARD", 2139 bits (5543),0, 1031/1516 (68%)
Solyc06g030570.2.1,-0.679578476,3.717867019,0.001528475,0.04358807,SL2.40ch06,16498440,16505098,Ribosomal RNA large subunit methyltransferase N (AHRD V1 ***- B5W4V1_SPIMA); contains Interpro domain(s)  IPR007197  Radical SAM ,AT2G39670.1 ,radical SAM domain-containing protein | chr2:16534303-16536986 FORWARD, 329 bits (843),1.00E-90, 164/235 (69%)
Solyc03g006030.2.1,-0.674115648,5.848524439,0.001528518,0.04358807,SL2.40ch03,712130,717082,"Receptor like kinase, RLK",AT4G20140.1 ,GSO1 | GSO1 (GASSHO1); ATP binding / protein binding / protein kinase/ protein serine/threonine kinase/ protein tyrosine kinase | chr4:10884220-10888045 FORWARD, 593 bits (1529), e-169, 425/1274 (33%)
Solyc02g071310.2.1,2.031943644,1.050656735,0.001541967,0.043898905,SL2.40ch02,35368618,35369907,Plasma membrane associated protein (AHRD V1 ***- B4FLA8_MAIZE); contains Interpro domain(s)  IPR008390  AWPM-19-like ,AT1G29520.1 ,AWPM-19-like membrane family protein | chr1:10323735-10324525 FORWARD, 231 bits (588),2.00E-61, 121/154 (78%)
Solyc03g098280.2.1,0.303643579,8.421306344,0.001551107,0.044016108,SL2.40ch03,54075745,54082377,ARGONAUTE 1 (AHRD V1 ***- D6RUV9_TOBAC); contains Interpro domain(s)  IPR003165  Stem cell self-renewal protein Piwi ,AT1G48410.1 ,AGO1 | AGO1 (ARGONAUTE 1); endoribonuclease/ miRNA binding / protein binding / siRNA binding | chr1:17886285-17891892 REVERSE, 1566 bits (4054),0, 752/939 (80%)
Solyc02g072520.2.1,-0.547217912,4.781748484,0.001551195,0.044016108,SL2.40ch02,36281095,36284514,"Receptor like kinase, RLK",AT5G45800.1 ,MEE62 | MEE62 (maternal effect embryo arrest 62); ATP binding / protein binding / protein kinase/ protein serine/threonine kinase/ protein tyrosine kinase | chr5:18575765-18578972 REVERSE, 667 bits (1720),0, 357/663 (53%)
Solyc11g066870.1.1,-0.324917619,6.85979701,0.001565953,0.044361792,SL2.40ch11,49750064,49758736,Genomic DNA chromosome 5 P1 clone MDJ22 (AHRD V1 **-- Q9FNJ7_ARATH); contains Interpro domain(s)  IPR003409  MORN motif ,AT5G22640.1 ,emb1211 | emb1211 (embryo defective 1211) | chr5:7529423-7533641 FORWARD, 907 bits (2345),0, 475/787 (60%)
Solyc01g007290.1.1,-0.441110685,5.042273763,0.001575842,0.044568642,SL2.40ch01,1845511,1845987,"NAD(P)H-quinone oxidoreductase subunit J (AHRD V1 ***- NDHJ_TRIEI); contains Interpro domain(s)  IPR020396  NADH:ubiquinone oxidoreductase, 30 kDa subunit, conserved site  IPR001268  NADH:ubiquinone oxidoreductase, 30 kDa subunit ",ATCG00420.1 ,NDHJ | Encodes NADH dehydrogenase subunit J. Its transcription is increased upon sulfur depletion. | chrC:48677-49153 REVERSE, 298 bits (764),8.00E-82, 141/158 (89%)
Solyc03g114030.2.1,0.55085805,4.978342441,0.001594834,0.045031832,SL2.40ch03,58123040,58129815,Nucleobase ascorbate transporter (AHRD V1 **-* B9I369_POPTR); contains Interpro domain(s)  IPR006043  Xanthine/uracil/vitamin C permease ,AT5G62890.3 ,"permease, putative | chr5:25243723-25247075 FORWARD", 912 bits (2356),0, 439/525 (83%)
Solyc00g009110.2.1,0.762249376,3.551187646,0.001602072,0.045162166,,,,,,,,,
Solyc04g050270.1.1,1.227031992,2.038682828,0.001605079,0.045173013,SL2.40ch04,45673983,45674459,Unknown Protein (AHRD V1),AT3G04310.1 ,unknown protein | chr3:1141581-1142528 REVERSE, 88.6 bits (218),2.00E-18, 63/161 (39%)
Solyc12g056920.1.1,1.01990569,3.009825431,0.001609698,0.045182634,SL2.40ch12,48337813,48342321,Sulfate transporter (AHRD V1 ***- A7YGI3_POPCN); contains Interpro domain(s)  IPR001902  Sulphate anion transporter ,AT5G10180.1 ,"AST68, SULTR2;1 | AST68; sulfate transmembrane transporter | chr5:3193225-3196818 FORWARD", 848 bits (2191),0, 422/663 (63%)
Solyc03g080010.2.1,-0.574286996,4.309677727,0.001610668,0.045182634,SL2.40ch03,45443458,45457735,"MutS2 protein (AHRD V1 ***- B0JH18_MICAN); contains Interpro domain(s)  IPR005747  DNA mismatch repair protein MutS, type 2 ",AT5G54090.1 ,DNA mismatch repair MutS family protein | chr5:21948283-21952550 REVERSE, 758 bits (1957),0, 403/817 (49%)
Solyc03g114930.2.1,-0.394748652,6.276702383,0.001629791,0.045641752,SL2.40ch03,58838128,58843252,"Photosystem II oxygen evolving complex protein PsbP (AHRD V1 ***- A0ZMM6_NODSP); contains Interpro domain(s)  IPR016123  Mog1/PsbP, alpha/beta/alpha sandwich ",AT3G55330.1 ,PPL1 | PPL1 (PsbP-like protein 1); calcium ion binding | chr3:20514031-20515275 REVERSE, 264 bits (674),4.00E-71, 127/207 (61%)
Solyc07g043230.2.1,-1.383759583,1.439555407,0.001632334,0.045641752,SL2.40ch07,54150990,54153978,"Low affinity zinc transporter (AHRD V1 **** A3LU47_PICST); contains Interpro domain(s)  IPR004698  Zinc/iron permease, fungal and plant ",AT1G05300.1 ,ZIP5 | ZIP5; cation transmembrane transporter/ metal ion transmembrane transporter | chr1:1545258-1547709 REVERSE, 372 bits (955), e-103, 188/331 (56%)
Solyc02g072180.2.1,0.414499965,5.928926662,0.0016421,0.045840394,SL2.40ch02,36074672,36080983,Ras-related protein Rab-25 (AHRD V1 ***- RAB25_BOVIN); contains Interpro domain(s)  IPR015595  Rab11-related ,AT4G18800.1 ,"ATHSGBP, ATRAB11B, ATRABA1D | ATRABA1D (ARABIDOPSIS RAB GTPASE HOMOLOG A1D); GTP binding | chr4:10320156-10321339 REVERSE", 396 bits (1017), e-111, 194/217 (89%)
Solyc04g014510.2.1,1.193977335,1.850432817,0.001649298,0.045966835,SL2.40ch04,4779960,4784217,"Glutamine synthetase (AHRD V1 ***- Q5QJ64_9SOLA); contains Interpro domain(s)  IPR008146  Glutamine synthetase, catalytic region ",AT1G66200.1 ,ATGSR2 | ATGSR2; copper ion binding / glutamate-ammonia ligase | chr1:24655520-24657520 REVERSE, 669 bits (1725),0, 316/356 (88%)
Solyc00g005050.2.1,0.59565176,4.190796886,0.001657135,0.046074035,,,,,,,,,
Solyc03g118750.2.1,-0.649176788,5.174131588,0.001660715,0.046074035,SL2.40ch03,61633672,61639223,"Phosphoethanolamine N-methyltransferase (AHRD V1 **** Q9AXH3_SOLLC); contains Interpro domain(s)  IPR000896  Hemocyanin, copper-containing ",AT3G18000.1 ,"NMT1, XPL1, PEAMT | XPL1 (XIPOTL 1); methyltransferase/ phosphoethanolamine N-methyltransferase | chr3:6154578-6157331 FORWARD", 822 bits (2122),0, 384/490 (78%)
Solyc12g006470.1.1,-0.32534893,8.807750867,0.001661169,0.046074035,SL2.40ch12,956774,962587,Aminotransferase-like protein (AHRD V1 ***- Q9LIE2_ARATH); contains Interpro domain(s)  IPR005814  Aminotransferase class-III ,AT3G22200.1 ,"POP2, GABA-T, HER1 | POP2 (POLLEN-PISTIL INCOMPATIBILITY 2); 4-aminobutyrate transaminase/ 4-aminobutyrate:pyruvate transaminase | chr3:7835286-7838863 FORWARD", 733 bits (1893),0, 340/457 (74%)
Solyc01g109560.2.1,0.502519386,5.063707009,0.001674827,0.046378176,SL2.40ch01,88230608,88236477,"Guanine nucleotide-binding protein subunit beta (AHRD V1 ***- C1GED5_PARBD); contains Interpro domain(s)  IPR016346  Guanine nucleotide-binding protein, beta subunit ",AT4G34460.1 ,"AGB1, ELK4, ATAGB1 | AGB1 (GTP BINDING PROTEIN BETA 1); GTPase/ nucleotide binding / protein binding | chr4:16477393-16479266 REVERSE", 613 bits (1581), e-176, 309/378 (81%)
Solyc08g082590.2.1,-0.5885259,5.862887642,0.001684082,0.0465596,SL2.40ch08,62486093,62488178,Glutaredoxin family protein (AHRD V1 **-- D7KS91_ARALY); contains Interpro domain(s)  IPR012335  Thioredoxin fold ,AT1G64500.1 ,glutaredoxin family protein | chr1:23953270-23954376 FORWARD, 323 bits (827),1.00E-88, 185/407 (45%)
Solyc08g067790.2.1,-0.413648152,6.225200113,0.001687917,0.046590833,SL2.40ch08,54030139,54036638,Transcription elongation factor S-II (AHRD V1 *-*- D3PGG1_9MAXI); contains Interpro domain(s)  IPR017890  Transcription elongation factor S-IIM ,AT5G11430.1 ,zinc ion binding | chr5:3648469-3652256 FORWARD, 456 bits (1172), e-128, 332/872 (38%)
Solyc05g054210.2.1,-1.346727842,1.752950559,0.001716257,0.047297292,SL2.40ch05,63317491,63319450,Proline-rich protein (AHRD V1 *-*- A1YL94_GOSHI); contains Interpro domain(s)  IPR006121  Heavy metal transport/detoxification protein ,AT4G16380.1 ,metal ion binding | chr4:9254638-9255955 FORWARD, 118 bits (295),6.00E-27, 71/136 (52%)
Solyc08g007010.2.1,-0.501826333,4.971648328,0.001725423,0.047473949,SL2.40ch08,1582945,1588341,"FeS assembly protein SufD (AHRD V1 ***- Q3MG34_ANAVT); contains Interpro domain(s)  IPR011542  SUF system FeS cluster assembly, SufD ",AT1G32500.1 ,ATNAP6 | ATNAP6 (NON-INTRINSIC ABC PROTEIN 6); protein binding / transporter | chr1:11750091-11751994 REVERSE, 578 bits (1490), e-165, 287/480 (59%)
Solyc09g074060.2.1,-0.346806275,6.60238606,0.001733124,0.047609761,SL2.40ch09,61255344,61256749,BSD domain containing 1 (AHRD V1 *-*- A9JT15_DANRE); contains Interpro domain(s)  IPR005607  BSD ,AT1G03350.1 ,BSD domain-containing protein | chr1:822834-824246 REVERSE, 253 bits (647),1.00E-67, 143/285 (50%)
Solyc10g084340.1.1,1.314106392,2.104885931,0.001737235,0.047646715,SL2.40ch10,63251955,63255101,"AP2-like ethylene-responsive transcription factor At1g16060 (AHRD V1 *--- AP2L1_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding ",AT4G36920.1 ,"AP2, FLO2, FL1 | AP2 (APETALA 2); transcription factor | chr4:17400998-17403140 FORWARD", 297 bits (761),1.00E-80, 163/208 (78%)
Solyc08g080460.1.1,1.555116615,1.623693768,0.001765544,0.048317379,SL2.40ch08,60917452,60922463,Serine/threonine protein kinase (AHRD V1 *-** C4PKQ3_PRUPE); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT4G23050.1 ,"protein kinase, putative | chr4:12080112-12083708 FORWARD", 416 bits (1069), e-116, 202/340 (59%)
Solyc08g007440.1.1,-1.688763296,0.716718591,0.001767298,0.048317379,SL2.40ch08,2005498,2006409,Phytoene synthase (AHRD V1 ***- B6TWB6_MAIZE); contains Interpro domain(s)  IPR002060  Squalene/phytoene synthase ,AT1G62730.1 ,transferase | chr1:23229204-23230118 REVERSE, 465 bits (1196), e-131, 222/305 (72%)
Solyc08g074290.2.1,-0.369209075,7.091316421,0.001776335,0.048459462,SL2.40ch08,55567712,55577475,BRI1-KD interacting protein 129 (Fragment) (AHRD V1 *-*- Q761Y5_ORYSJ),AT4G31340.1 ,myosin heavy chain-related | chr4:15205662-15208950 FORWARD, 460 bits (1184), e-130, 231/437 (52%)
Solyc10g051090.1.1,1.082632578,3.435157894,0.001778122,0.048459462,SL2.40ch10,46983014,46988555,"Serine/threonine-protein phosphatase 7 long form homolog (AHRD V1 *--- PPP7L_ARATH); contains Interpro domain(s)  IPR019557  Aminotransferase-like, plant mobile domain ",AT1G48120.1 ,calcineurin-like phosphoesterase family protein | chr1:17774238-17779624 REVERSE, 186 bits (471),8.00E-47, 103/290 (35%)
Solyc06g060360.2.1,0.315104918,8.247287017,0.001802959,0.049058715,SL2.40ch06,34746490,34748240,Universal stress protein family protein (AHRD V1 ***- A8IXG1_BRACM); contains Interpro domain(s)  IPR006016  UspA ,AT1G44760.1 ,universal stress protein (USP) family protein | chr1:16896894-16898427 REVERSE, 260 bits (665),4.00E-70, 139/232 (59%)
Solyc03g025620.2.1,-0.515725429,5.003805967,0.001810147,0.049176615,SL2.40ch03,7401837,7405461,"Tripeptidyl peptidase II (AHRD V1 ***- Q5VZU9_HUMAN); contains Interpro domain(s)  IPR015500  Peptidase S8, subtilisin-related ",AT4G20850.1 ,TPP2 | TPP2 (TRIPEPTIDYL PEPTIDASE II); tripeptidyl-peptidase | chr4:11160935-11169889 REVERSE, 234 bits (597),2.00E-62, 108/146 (73%)
Solyc10g018250.1.1,0.53842213,4.541914522,0.001823175,0.049342914,SL2.40ch10,7205945,7211479,40S ribosomal protein S13 (AHRD V1 ***- D7LRU2_ARALY); contains Interpro domain(s)  IPR000589  Ribosomal protein S15 ,AT4G00100.1 ,"ATRPS13A, RPS13, PFL2 | ATRPS13A (ARABIDOPSIS THALIANA RIBOSOMAL PROTEIN S13A); structural constituent of ribosome | chr4:37172-38123 FORWARD", 287 bits (734),2.00E-78, 141/151 (93%)
Solyc04g005380.2.1,0.501064814,5.409666741,0.001823573,0.049342914,SL2.40ch04,272481,276895,Ninja-family protein Os03g0214200 (AHRD V1 ***- NNJA1_ORYSJ); contains Interpro domain(s)  IPR012463  Protein of unknown function DUF1675 ,AT1G69260.1 ,AFP1 | AFP1 (ABI FIVE BINDING PROTEIN) | chr1:26039314-26040570 FORWARD, 224 bits (572),6.00E-59, 152/353 (43%)
Solyc02g079790.2.1,0.787955299,3.637692235,0.001827067,0.049342914,SL2.40ch02,38814499,38815447,POT family domain containing protein expressed (AHRD V1 ***- D8L9H8_WHEAT); contains Interpro domain(s)  IPR007493  Protein of unknown function DUF538 ,AT1G61667.1 ,unknown protein | chr1:22767674-22768269 FORWARD, 179 bits (455),5.00E-46, 86/128 (67%)
Solyc02g080130.2.1,0.317575842,7.305214354,0.001827728,0.049342914,SL2.40ch02,39017199,39021733,Chaperone dnaj-like protein (AHRD V1 ***- B7FX28_PHATR); contains Interpro domain(s)  IPR003095  Heat shock protein DnaJ ,AT1G61770.1 ,DNAJ heat shock N-terminal domain-containing protein | chr1:22810220-22812370 FORWARD, 412 bits (1058), e-115, 203/300 (67%)
Solyc06g062520.1.1,1.231475527,2.987312537,0.001834845,0.049457539,SL2.40ch06,35829288,35829866,"Dof zinc finger protein 4 (AHRD V1 *-*- A5HWF3_HORVD); contains Interpro domain(s)  IPR003851  Zinc finger, Dof-type ",AT1G51700.1 ,ADOF1 | ADOF1; DNA binding / transcription factor | chr1:19174266-19174850 FORWARD, 139 bits (350),1.00E-33, 72/130 (55%)
Solyc01g005460.2.1,0.509508028,5.935514272,0.001849025,0.049690971,SL2.40ch01,317899,320836,"Dynein light chain 1 cytoplasmic (AHRD V1 ***- C1BWV4_ESOLU); contains Interpro domain(s)  IPR001372  Dynein light chain, type 1 and 2 ",AT1G23220.1 ,dynein light chain type 1 family protein | chr1:8242614-8244136 FORWARD, 186 bits (471),4.00E-48, 92/130 (70%)
